clock,cpg_id,species,genome,weight,chr,pos,pos_hg38,pos_hg19,pos_hg18,pos_mm39_lifted_from_mm10,pos_mm10_MM,ucsc_annotation,gene_strand,gene_symbol,relation_to_ucsc_island,island_context,array/data_type,human_GRCh37_coordinate,pos_hg38_EPIC,pos_hg19_EPIC,pos_hg19_450k,pos_hg19_27k,pos_hg18_450k,pos_hg18_27k,pos_hg38_lifted_from_hg19,pos_hg38_lifted_from_hg18,rowname
Kerepesi,NA,Mouse,rDNA BK000964.3,-8.215698634,NA,7206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4806
Kerepesi,NA,Mouse,rDNA BK000964.3,8.576634303,NA,7354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4807
Kerepesi,NA,Mouse,rDNA BK000964.3,4.760457301,NA,7364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4808
Kerepesi,NA,Mouse,rDNA BK000964.3,5.552603352,NA,7366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4809
Kerepesi,NA,Mouse,rDNA BK000964.3,1.208794413,NA,7370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4810
Kerepesi,NA,Mouse,rDNA BK000964.3,2.435362831,NA,7385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4811
Kerepesi,NA,Mouse,rDNA BK000964.3,-4.783610499,NA,7394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4812
Kerepesi,NA,Mouse,rDNA BK000964.3,-5.764119488,NA,7408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4813
Kerepesi,NA,Mouse,rDNA BK000964.3,2.657499249,NA,7412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4814
Kerepesi,NA,Mouse,rDNA BK000964.3,-7.482468954,NA,7415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4815
Kerepesi,NA,Mouse,rDNA BK000964.3,3.832435048,NA,7427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4816
Kerepesi,NA,Mouse,rDNA BK000964.3,7.14604925,NA,7437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4817
Kerepesi,NA,Mouse,rDNA BK000964.3,6.793045041,NA,7441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4818
Kerepesi,NA,Mouse,rDNA BK000964.3,-5.172210689,NA,7443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4819
Kerepesi,NA,Mouse,rDNA BK000964.3,5.232761011,NA,7452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4820
Kerepesi,NA,Mouse,rDNA BK000964.3,-10.33127921,NA,7474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4821
Kerepesi,NA,Mouse,rDNA BK000964.3,13.41845458,NA,7478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4822
Kerepesi,NA,Mouse,rDNA BK000964.3,18.78150587,NA,7482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4823
Kerepesi,NA,Mouse,rDNA BK000964.3,0.348548939,NA,7488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4824
Kerepesi,NA,Mouse,rDNA BK000964.3,12.54717473,NA,7518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4825
Kerepesi,NA,Mouse,rDNA BK000964.3,-8.60190793,NA,7530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4826
Kerepesi,NA,Mouse,rDNA BK000964.3,2.605493922,NA,7536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4827
Kerepesi,NA,Mouse,rDNA BK000964.3,17.36847169,NA,7540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4828
Kerepesi,NA,Mouse,rDNA BK000964.3,0.490063762,NA,7544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4829
Kerepesi,NA,Mouse,rDNA BK000964.3,-5.42387588,NA,7546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4830
Kerepesi,NA,Mouse,rDNA BK000964.3,8.471732263,NA,7555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4831
Kerepesi,NA,Mouse,rDNA BK000964.3,9.587604008,NA,7557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4832
Kerepesi,NA,Mouse,rDNA BK000964.3,7.203573301,NA,8461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4833
Kerepesi,NA,Mouse,rDNA BK000964.3,11.08666135,NA,8466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4834
Kerepesi,NA,Mouse,rDNA BK000964.3,9.548639415,NA,8472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4835
Kerepesi,NA,Mouse,rDNA BK000964.3,-8.258860592,NA,8489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4836
Kerepesi,NA,Mouse,rDNA BK000964.3,-8.331229232,NA,8535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4837
Kerepesi,NA,Mouse,rDNA BK000964.3,3.992458346,NA,8543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4838
Kerepesi,NA,Mouse,rDNA BK000964.3,-20.75624266,NA,8557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4839
Kerepesi,NA,Mouse,rDNA BK000964.3,6.568039482,NA,9172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4840
Kerepesi,NA,Mouse,rDNA BK000964.3,0.072602695,NA,9181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4841
Kerepesi,NA,Mouse,rDNA BK000964.3,-10.96912415,NA,9184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4842
Kerepesi,NA,Mouse,rDNA BK000964.3,-4.014880109,NA,9190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4843
Kerepesi,NA,Mouse,rDNA BK000964.3,0.771616315,NA,9192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4844
Kerepesi,NA,Mouse,rDNA BK000964.3,11.85528611,NA,9199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4845
Kerepesi,NA,Mouse,rDNA BK000964.3,15.35272623,NA,9202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4846
Kerepesi,NA,Mouse,rDNA BK000964.3,-1.833484423,NA,9208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4847
Kerepesi,NA,Mouse,rDNA BK000964.3,-5.917811532,NA,9212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4848
Kerepesi,NA,Mouse,rDNA BK000964.3,0.058060039,NA,9216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4849
Kerepesi,NA,Mouse,rDNA BK000964.3,1.477688558,NA,9222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4850
Kerepesi,NA,Mouse,rDNA BK000964.3,-2.329337567,NA,9225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4851
Kerepesi,NA,Mouse,rDNA BK000964.3,-0.395319581,NA,9228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4852
Kerepesi,NA,Mouse,rDNA BK000964.3,-6.382064915,NA,9234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4853
Kerepesi,NA,Mouse,rDNA BK000964.3,-3.02421399,NA,9246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4854
Kerepesi,NA,Mouse,rDNA BK000964.3,-0.302904164,NA,9421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4855
Kerepesi,NA,Mouse,rDNA BK000964.3,-8.063651788,NA,9440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4856
Kerepesi,NA,Mouse,rDNA BK000964.3,-25.76517084,NA,9444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4857
Kerepesi,NA,Mouse,rDNA BK000964.3,-1.221497448,NA,9446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4858
Kerepesi,NA,Mouse,rDNA BK000964.3,-14.66313734,NA,9456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4859
Kerepesi,NA,Mouse,rDNA BK000964.3,2.925478545,NA,9486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4860
Kerepesi,NA,Mouse,rDNA BK000964.3,20.45577225,NA,9825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4861
Kerepesi,NA,Mouse,rDNA BK000964.3,3.411979231,NA,9835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4862
Kerepesi,NA,Mouse,rDNA BK000964.3,-9.602472451,NA,9845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4863
Kerepesi,NA,Mouse,rDNA BK000964.3,6.018296803,NA,9848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4864
Kerepesi,NA,Mouse,rDNA BK000964.3,8.32524112,NA,9895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4865
Kerepesi,NA,Mouse,rDNA BK000964.3,5.236367491,NA,10014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4866
Kerepesi,NA,Mouse,rDNA BK000964.3,14.72467085,NA,10019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4867
Kerepesi,NA,Mouse,rDNA BK000964.3,-0.038951419,NA,10024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4868
Kerepesi,NA,Mouse,rDNA BK000964.3,-8.864441623,NA,10029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4869
Kerepesi,NA,Mouse,rDNA BK000964.3,-12.76933892,NA,10035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4870
Kerepesi,NA,Mouse,rDNA BK000964.3,-10.63783426,NA,10041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4871
Kerepesi,NA,Mouse,rDNA BK000964.3,-7.832911124,NA,10047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4872
Kerepesi,NA,Mouse,rDNA BK000964.3,-1.796827823,NA,10049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4873
Kerepesi,NA,Mouse,rDNA BK000964.3,-1.112063937,NA,10056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4874
Kerepesi,NA,Mouse,rDNA BK000964.3,5.929344665,NA,10062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4875
Kerepesi,NA,Mouse,rDNA BK000964.3,6.806924062,NA,10070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4876
Kerepesi,NA,Mouse,rDNA BK000964.3,-2.247509672,NA,10075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4877
Kerepesi,NA,Mouse,rDNA BK000964.3,3.350413257,NA,10083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4878
Kerepesi,NA,Mouse,rDNA BK000964.3,20.11870982,NA,10101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4879
Kerepesi,NA,Mouse,rDNA BK000964.3,0.492984797,NA,10105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4880
Kerepesi,NA,Mouse,rDNA BK000964.3,11.57950329,NA,10202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4881
Kerepesi,NA,Mouse,rDNA BK000964.3,8.794241833,NA,10212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4882
Kerepesi,NA,Mouse,rDNA BK000964.3,3.998227865,NA,10215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4883
Kerepesi,NA,Mouse,rDNA BK000964.3,2.139195572,NA,10254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4884
Kerepesi,NA,Mouse,rDNA BK000964.3,2.986437281,NA,10270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4885
Kerepesi,NA,Mouse,rDNA BK000964.3,-8.008586836,NA,10491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4886
Kerepesi,NA,Mouse,rDNA BK000964.3,-15.8912291,NA,10526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4887
Kerepesi,NA,Mouse,rDNA BK000964.3,-9.030920477,NA,10542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4888
Kerepesi,NA,Mouse,rDNA BK000964.3,-9.062237464,NA,10547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4889
Kerepesi,NA,Mouse,rDNA BK000964.3,21.2877254,NA,10560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4890
Kerepesi,NA,Mouse,rDNA BK000964.3,-5.630390602,NA,10574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4891
Kerepesi,NA,Mouse,rDNA BK000964.3,-6.633497582,NA,10577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4892
Kerepesi,NA,Mouse,rDNA BK000964.3,-3.222835248,NA,10579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4893
Kerepesi,NA,Mouse,rDNA BK000964.3,6.174536153,NA,10650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4894
Kerepesi,NA,Mouse,rDNA BK000964.3,-2.394487913,NA,10655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4895
Kerepesi,NA,Mouse,rDNA BK000964.3,-5.874521262,NA,10667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4896
Kerepesi,NA,Mouse,rDNA BK000964.3,2.599432025,NA,10728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4897
Kerepesi,NA,Mouse,rDNA BK000964.3,12.58926407,NA,10736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4898
Kerepesi,NA,Mouse,rDNA BK000964.3,-1.053860237,NA,10742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4899
Kerepesi,NA,Mouse,rDNA BK000964.3,9.459146549,NA,10750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4900
Kerepesi,NA,Mouse,rDNA BK000964.3,-3.106471674,NA,10780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4901
Kerepesi,NA,Mouse,rDNA BK000964.3,-11.34942349,NA,10784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4902
Kerepesi,NA,Mouse,rDNA BK000964.3,-22.45186866,NA,10794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4903
Kerepesi,NA,Mouse,rDNA BK000964.3,-27.29888734,NA,10796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4904
Kerepesi,NA,Mouse,rDNA BK000964.3,-8.16057867,NA,10801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4905
Kerepesi,NA,Mouse,rDNA BK000964.3,-11.37926179,NA,10811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4906
Kerepesi,NA,Mouse,rDNA BK000964.3,-0.356590467,NA,10813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4907
Kerepesi,NA,Mouse,rDNA BK000964.3,2.679076945,NA,10815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4908
Kerepesi,NA,Mouse,rDNA BK000964.3,2.499197185,NA,10818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4909
Kerepesi,NA,Mouse,rDNA BK000964.3,-9.787923676,NA,10820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4910
Kerepesi,NA,Mouse,rDNA BK000964.3,3.060208013,NA,10828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4911
Kerepesi,NA,Mouse,rDNA BK000964.3,-8.648951428,NA,10833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4912
Kerepesi,NA,Mouse,rDNA BK000964.3,-12.0115767,NA,11190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4913
Kerepesi,NA,Mouse,rDNA BK000964.3,-12.79771641,NA,11193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4914
Kerepesi,NA,Mouse,rDNA BK000964.3,2.352408492,NA,11195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4915
Kerepesi,NA,Mouse,rDNA BK000964.3,9.595821259,NA,11208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4916
Kerepesi,NA,Mouse,rDNA BK000964.3,12.70008217,NA,11210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4917
Kerepesi,NA,Mouse,rDNA BK000964.3,26.65912769,NA,11218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4918
Kerepesi,NA,Mouse,rDNA BK000964.3,-1.863415503,NA,11234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4919
Kerepesi,NA,Mouse,rDNA BK000964.3,7.969323178,NA,11243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4920
Kerepesi,NA,Mouse,rDNA BK000964.3,4.886284741,NA,11852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4921
Kerepesi,NA,Mouse,rDNA BK000964.3,-2.635724516,NA,11860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4922
Kerepesi,NA,Mouse,rDNA BK000964.3,-17.59201239,NA,11868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4923
Kerepesi,NA,Mouse,rDNA BK000964.3,7.230543682,NA,11875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4924
Kerepesi,NA,Mouse,rDNA BK000964.3,5.977351097,NA,11895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4925
Kerepesi,NA,Mouse,rDNA BK000964.3,2.279273474,NA,11902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4926
Kerepesi,NA,Mouse,rDNA BK000964.3,6.807517351,NA,11906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4927
Kerepesi,NA,Mouse,rDNA BK000964.3,-13.87029375,NA,11911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4928
Kerepesi,NA,Mouse,rDNA BK000964.3,7.779678881,NA,11913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4929
Kerepesi,NA,Mouse,rDNA BK000964.3,12.71583914,NA,11919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RRBS; rDNA only,NA,NA,NA,NA,NA,NA,NA,NA,NA,4930
